url_path,views_total,views_unique
/cicsdev/cics-java-liberty-jaxws/blob/main/blog.md,22,4
/cicsdev/cics-java-liberty-jaxws/tree/1fca765523a3ba2b99ea4d3f5739632ad4ef293d/com/ibm/cicsdev,6,1
/cicsdev/cics-java-liberty-jaxws,5,3
/cicsdev/cics-java-liberty-jaxws/blob/main/graphics/JAXWS.png,4,1
/cicsdev/cics-java-liberty-jaxws/blob/1fca765523a3ba2b99ea4d3f5739632ad4ef293d/com/ibm/cicsdev/bean/CommareaWrapper.java,3,1
/cicsdev/cics-java-liberty-jaxws/blob/main/com/ibm/cicsdev/ws/MyCICSService.java,3,1
/cicsdev/cics-java-liberty-jaxws/blob/main/README.md,3,1
/cicsdev/cics-java-liberty-jaxws/tree/1fca765523a3ba2b99ea4d3f5739632ad4ef293d/com,3,1
/cicsdev/cics-java-liberty-jaxws/tree/1fca765523a3ba2b99ea4d3f5739632ad4ef293d/com/ibm/cicsdev/bean,3,1
/cicsdev/cics-java-liberty-jaxws/tree/1fca765523a3ba2b99ea4d3f5739632ad4ef293d/com/ibm/cicsdev/ws,3,1
